User Name,Track Name,Post Time,Plays,Likes
Hawys.,Anh có bàn tay để nắm tất cả nhưng không thế nắm được tay em..,Posted 6 months ago,"232,898 plays","1,316"
Hawys.,𝙪 𝙖𝙧𝙚 𝙖𝙡𝙡 𝙞 𝙩𝙝𝙞𝙣𝙠 𝙖𝙗𝙤𝙪𝙩 𝙖𝙩 𝙣𝙞𝙜𝙝𝙩..,Posted 8 months ago,"3,583 plays",83
Hawys.,lovesick 1402,Posted 8 months ago,"1,502 plays",17
Hawys.,Anh chỉ muốn anh gần em hơn..,Posted 9 months ago,"31,155 plays",369
Hawys.,"có công mài sắt, có ngày iu em",Posted 11 months ago,"2,844 plays",70
Hawys.,vì con tim chưa bao giờ nghe theo lí trí..,Posted 1 year ago,"16,368 plays",188
Hawys.,Bozitt - Những gì anh nói (Lofi ver by Hawys),Posted 1 year ago,"424,009 plays","2,502"
Hawys.,L.Y.2,Posted 1 year ago,"2,515 plays",46
Hawys.,Xe Đạp - Charles Huynh Cover (Lo-fi ver by Hawys),Posted 1 year ago,"14,686 plays",170
Hawys.,need u,Posted 1 year ago,"18,283 plays",254
Hawys.,hawys - sunrise,Posted 1 year ago,"5,407 plays",100
Hawys.,p l a y  d a t e (Lofi edit),Posted 1 year ago,"13,687 plays",212
Hawys.,JUSTATEE x TIÊN TIÊN - CẦN GÌ HƠN (HAWYS X NGHIANGUYEN. REMIX),Posted 1 year ago,"6,405 plays",103
Hawys.,PHÁO X WACK - HAI PHÚT HƠN (HAWYS REMIX),Posted 1 year ago,"10,345 plays",140
Hawys.,Vẫn là QuaBanh nhưng..,Posted 1 year ago,"11,336 plays",122
Hawys.,Anh cho em mùa xuân (Lo-fi ver by Hawys),Posted 1 year ago,"82,584 plays","1,256"
Hawys.,𝘔𝘦𝘮𝘰𝘳𝘪𝘦𝘴.. (Free Lo-Fi Type Beat),Posted 1 year ago,"14,075 plays",183
Hawys.,đã lỡ iu em nhìu (hawys retro rimex),Posted 1 year ago,"11,646 plays",173
Hawys.,Thắc Mắc (Lo-fi ver by Hawys) - Có lẽ em đã khóc rất nhiều..,Posted 2 years ago,"1,265,479 plays",13.7K
Hawys.,Ｒｅａｌ ｆｒｉｅｎｄｓ(lofi ver by hawys),Posted 2 years ago,"28,121 plays",428
Hawys.,HOAPROX ft XESI - NOI EM MUON TOI (HAWYS REMIX),Posted 2 years ago,"6,861 plays",87
Hawys.,HAWYS - SEE THE LIGHT (FREE DOWNLOAD!),Posted 2 years ago,"4,129 plays",65
Hawys.,Việt - Hơn Cả Mây Trời (lofi ver by hawys),Posted 2 years ago,"4,967,434 plays",38.2K
Hawys.,Thịnh Suy - Một đêm say (lo-fi ver by hawys),Posted 2 years ago,"183,486 plays","1,664"
Hawys.,𝙚𝙢 𝙣𝙝𝙪 𝙗𝙤𝙣𝙜 𝙝𝙤𝙖,Posted 2 years ago,"267,971 plays","2,603"
Hawys.,Maroon5 - Girls Like You (Hawys Remix),Posted 3 years ago,"5,811 plays",84
RPT Phongkhin,"XTC (feat. RPT MCK, tlinh & RPT Groovie) [Special Version]",Posted 4 days ago,"4,690 plays",319
RPT Phongkhin,MOJOSET,Posted 22 days ago,"2,123 plays",84
RPT Phongkhin,1 set nhạc không nhớ đi diễn ở đâu nhưng mà được =)))))),Posted 22 days ago,"3,841 plays",181
RPT Phongkhin,vo van vkl,Posted 22 days ago,"2,228 plays",108
RPT Phongkhin,5h kém 40 phút,Posted 22 days ago,"1,321 plays",56
Hawys.,tlinh - GÁI ĐỘC THÂN (HAWYS REMIX),Posted 14 days ago,"3,064 plays",58
Hawys.,vô tình ta lạc mất nhau..,Posted 1 month ago,"4,725 plays",83
Hawys.,Chợt Tỉnh Giấc - Quang Anh Rhyder (Lo-fi ver by Hawys),Posted 2 months ago,"1,024 plays",19
Hawys.,HIEUTHUHAI - NGHE NHƯ TÌNH YÊU (FELIKS ALVIN REMIX) | HAWYS EDIT,Posted 2 months ago,"228,696 plays","1,853"
Hawys.,Moonlight Romance (Lo-fi Edit),Posted 3 months ago,"74,828 plays","1,738"
Hawys.,Da LAB - THỨC GIẤC (HAWYS REMIX),Posted 3 months ago,"134,957 plays",564
Hawys.,HOÀNG TÔN x LYHAN - TÌNH YÊU NGỦ QUÊN (HAWYS 80s REMIX),Posted 3 months ago,"535,691 plays","4,015"
Hawys.,JSOL x Hoàng Duyên - Sài Gòn Hôm Nay Mưa (Lo-fi ver by Hawys),Posted 4 months ago,"147,579 plays","2,563"
Hawys.,Orange x Hoàng Dũng - Khi Em Lớn (Lo-fi ver by Hawys),Posted 5 months ago,"1,744,855 plays",10.3K
Hawys.,đơn phương là gì em nhỉ?,Posted 5 months ago,"6,630 plays",119
Hawys.,SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN (HAWYS REMIX),Posted 5 months ago,"206,606 plays","1,126"
Hawys.,Anh có bàn tay để nắm tất cả nhưng không thế nắm được tay em..,Posted 6 months ago,"232,899 plays","1,316"
Hawys.,𝙪 𝙖𝙧𝙚 𝙖𝙡𝙡 𝙞 𝙩𝙝𝙞𝙣𝙠 𝙖𝙗𝙤𝙪𝙩 𝙖𝙩 𝙣𝙞𝙜𝙝𝙩..,Posted 8 months ago,"3,583 plays",83
Hawys.,lovesick 1402,Posted 8 months ago,"1,502 plays",17
Hawys.,Anh chỉ muốn anh gần em hơn..,Posted 9 months ago,"31,155 plays",369
Hawys.,"có công mài sắt, có ngày iu em",Posted 11 months ago,"2,844 plays",70
Hawys.,vì con tim chưa bao giờ nghe theo lí trí..,Posted 1 year ago,"16,368 plays",188
Hawys.,Bozitt - Những gì anh nói (Lofi ver by Hawys),Posted 1 year ago,"424,010 plays","2,502"
Hawys.,L.Y.2,Posted 1 year ago,"2,515 plays",46
Hawys.,Xe Đạp - Charles Huynh Cover (Lo-fi ver by Hawys),Posted 1 year ago,"14,686 plays",170
Hawys.,need u,Posted 1 year ago,"18,283 plays",254
Hawys.,hawys - sunrise,Posted 1 year ago,"5,407 plays",100
Hawys.,p l a y  d a t e (Lofi edit),Posted 1 year ago,"13,687 plays",212
Hawys.,JUSTATEE x TIÊN TIÊN - CẦN GÌ HƠN (HAWYS X NGHIANGUYEN. REMIX),Posted 1 year ago,"6,405 plays",103
Hawys.,PHÁO X WACK - HAI PHÚT HƠN (HAWYS REMIX),Posted 1 year ago,"10,345 plays",140
Hawys.,Vẫn là QuaBanh nhưng..,Posted 1 year ago,"11,336 plays",122
Hawys.,Anh cho em mùa xuân (Lo-fi ver by Hawys),Posted 1 year ago,"82,584 plays","1,256"
Hawys.,𝘔𝘦𝘮𝘰𝘳𝘪𝘦𝘴.. (Free Lo-Fi Type Beat),Posted 1 year ago,"14,075 plays",183
Hawys.,đã lỡ iu em nhìu (hawys retro rimex),Posted 1 year ago,"11,646 plays",173
Hawys.,Thắc Mắc (Lo-fi ver by Hawys) - Có lẽ em đã khóc rất nhiều..,Posted 2 years ago,"1,265,479 plays",13.7K
Hawys.,Ｒｅａｌ ｆｒｉｅｎｄｓ(lofi ver by hawys),Posted 2 years ago,"28,121 plays",428
Hawys.,HOAPROX ft XESI - NOI EM MUON TOI (HAWYS REMIX),Posted 2 years ago,"6,861 plays",87
Hawys.,HAWYS - SEE THE LIGHT (FREE DOWNLOAD!),Posted 2 years ago,"4,129 plays",65
Hawys.,Việt - Hơn Cả Mây Trời (lofi ver by hawys),Posted 2 years ago,"4,967,447 plays",38.2K
Hawys.,Thịnh Suy - Một đêm say (lo-fi ver by hawys),Posted 2 years ago,"183,486 plays","1,664"
Hawys.,𝙚𝙢 𝙣𝙝𝙪 𝙗𝙤𝙣𝙜 𝙝𝙤𝙖,Posted 2 years ago,"267,971 plays","2,603"
Hawys.,Maroon5 - Girls Like You (Hawys Remix),Posted 3 years ago,"5,811 plays",84
ZRecords,Em Hát Ai Nghe - Orange (Mix),Posted 2 months ago,"176,360 plays",600
ZRecords,Hạnh Phúc Mới - SƠN TÙNG MTP (Remake ),Posted 2 months ago,"28,783 plays",206
ZRecords,3107 - 3 | W N X Nâu X Duongg X Titie ( Lofi Ver.),Posted 2 months ago,"7,533 plays",31
ZRecords,Yêu Sắc Yếu l Osad  (mix).mp3,Posted 5 months ago,"2,004 plays",15
ZRecords,Cô Độc Vương  Hải Lai A Mộ x Thiên Tú (Mix),Posted 6 months ago,792 plays,15
ZRecords,She Neva Knows - Justatee ( Lofi Ver ),Posted 7 months ago,"2,118,214 plays","9,338"
ZRecords,MRTT.mp3,Posted 7 months ago,120 plays,6
ZRecords,Tình Bạn Diệu Kì (Mix).mp3,Posted 8 months ago,"4,055 plays",35
ZRecords,2 A.M - JustaTee x BigDaddy (Lo-fi).mp3,Posted 8 months ago,"2,900 plays",53
ZRecords,Nhớ Người Hay Nhớ |  Sofia X Khói X Châu Đăng Khoa ( Remix ),Posted 8 months ago,"616,990 plays","4,679"
ZRecords,Ái Nộ - Masew x Khoi Vu (Nhạc gây nghiện tiktok),Posted 10 months ago,"607,640 plays","3,603"
ZRecords,Điêu Toa - Pháo x Masew ( Mix Instrument),Posted 10 months ago,"1,108 plays",13
ZRecords,Anh Đâu Đấy (Lofi Ver.).mp3,Posted 11 months ago,"1,621 plays",18
ZRecords,Chẳng Thể Tìm Được Em - PhucXp (Lofi Vietnam) _ Audio Official.mp3,Posted 11 months ago,"5,639 plays",33
ZRecords,Ông trời làm tội anh chưa - MINH HANH x RASTZ x QNT ft. TUẤN CRY (lofi) _ Lofi VietNam.mp3,Posted 11 months ago,"4,106 plays",35
ZRecords,Beat rap love .mp3,Posted 11 months ago,234 plays,12
ZRecords,Beat 3.mp3,Posted 11 months ago,51 plays,4
ZRecords,Mượn Rượu Tỏ Tình - BigDaddy x Emily (Mix).mp3,Posted 11 months ago,168 plays,6
ZRecords,Summer Day .mp3,Posted 11 months ago,42 plays,3
ZRecords,LilWuyn x 16 Typh - Don't Waste My Time (Remix).mp3,Posted 11 months ago,"2,344 plays",18
ZRecords,beat2.mp3,Posted 11 months ago,34 plays,3
ZRecords,Anh Phải Sống Thế Nào (Lofi Ver.),Posted 1 year ago,"7,525 plays",43
ZRecords,Như Anh Mơ - PC (Remix),Posted 1 year ago,499 plays,7
ZRecords,MISSING YOU - PHƯƠNG LY X TINLE,Posted 1 year ago,"5,534 plays",27
ZRecords,Liệu Giờ - 2T x Văn,Posted 1 year ago,353 plays,9
ZRecords,Cô Ấy Ốm Rồi,Posted 1 year ago,80 plays,2
ZRecords,BMAGER - Khoi Vu ( mix),Posted 1 year ago,"328,250 plays",781
ZRecords,HƯNG CACAO X VRT - THE MUSE,Posted 1 year ago,"1,565 plays",15
ZRecords,Haohinh & Judian - Nơi Chỉ Còn Ta (Official Lyric),Posted 1 year ago,"7,335 plays",88
ZRecords,Tát Nước Đầu Đình - Lynk Lee ft.Binz,Posted 1 year ago,172 plays,2
ZRecords,"Crush 2 - Wn ft.Tez, Tien ( Remix)",Posted 1 year ago,436 plays,6
ZRecords,24h - LyLy (Thuan Mix,Posted 1 year ago,106 plays,1
ZRecords,Lê Thiện Hiếu - Xứng Đôi Cưới Thôi (AnSMOKE Ft. MilkyD Remix),Posted 1 year ago,222 plays,3
ZRecords,Xe Đạp (Daeron & Whisky Remix)   - Charles Huynh Cover,Posted 1 year ago,969 plays,15
ZRecords,HomeTown - Kiper T,Posted 1 year ago,29 plays,Like
ZRecords,Chillies X BLAZE - Mascara (Kiper T Remix),Posted 1 year ago,332 plays,2
ZRecords,Ta Đi Tìm Em (Kiper T Remix),Posted 1 year ago,104 plays,3
ZRecords,Nguyễn Trọng Tài Ft. MC 12 - Hongkong 12,Posted 1 year ago,51 plays,1
ZRecords,Kiper T - I'm Late,Posted 1 year ago,143 plays,1
ZRecords,Kiper T - Chỉ Là Một Lý Do Của Nhau,Posted 1 year ago,86 plays,1
ZRecords,"Wn, Tezdy, Nhi - Lenlala (Double D Remix)",Posted 1 year ago,539 plays,2
ZRecords,NƠI - EM - LÀ - BÌNH - YÊN - TÓC - TIÊN - X-BINZ - X-TOULIVER - X-RHYMASTIC - Remix,Posted 1 year ago,746 plays,2
ZRecords,GÁC LẠI ÂU LO - Da LAB Ft. Miu Lê,Posted 1 year ago,260 plays,4
ZRecords,ÔNG TRỜI LÀM TỘI ANH CHƯA,Posted 1 year ago,542 plays,5
ZRecords,Kiper T - Chỉ Là Một Lý Do Của Nhau,Posted 1 year ago,82 plays,1
ZRecords,Kiper T - I'm Late,Posted 1 year ago,24 plays,Like
ZRecords,"Wn, Tezdy, Nhi - Lenlala (Double D Remix)",Posted 1 year ago,75 plays,2
ZRecords,"Duongg, Nâu - 3107 (Whisky & Mr. Paa Remix)",Posted 1 year ago,"103,528 plays",212
ZRecords,SIMPLE LUV (PROCER REMIX) - OBITO x SEACHAINS x DAVIS x LENA _ OLAY Cover,Posted 1 year ago,9 plays,5
Hawys.,tlinh - GÁI ĐỘC THÂN (HAWYS REMIX),Posted 14 days ago,"3,064 plays",58
Hawys.,vô tình ta lạc mất nhau..,Posted 1 month ago,"4,725 plays",83
Hawys.,Chợt Tỉnh Giấc - Quang Anh Rhyder (Lo-fi ver by Hawys),Posted 2 months ago,"1,024 plays",19
Hawys.,HIEUTHUHAI - NGHE NHƯ TÌNH YÊU (FELIKS ALVIN REMIX) | HAWYS EDIT,Posted 2 months ago,"228,696 plays","1,853"
Hawys.,Moonlight Romance (Lo-fi Edit),Posted 3 months ago,"74,828 plays","1,738"
Hawys.,Da LAB - THỨC GIẤC (HAWYS REMIX),Posted 3 months ago,"134,957 plays",564
Hawys.,HOÀNG TÔN x LYHAN - TÌNH YÊU NGỦ QUÊN (HAWYS 80s REMIX),Posted 3 months ago,"535,691 plays","4,015"
Hawys.,JSOL x Hoàng Duyên - Sài Gòn Hôm Nay Mưa (Lo-fi ver by Hawys),Posted 4 months ago,"147,579 plays","2,563"
Hawys.,Orange x Hoàng Dũng - Khi Em Lớn (Lo-fi ver by Hawys),Posted 5 months ago,"1,744,858 plays",10.3K
Hawys.,đơn phương là gì em nhỉ?,Posted 5 months ago,"6,630 plays",119
Hawys.,SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN (HAWYS REMIX),Posted 5 months ago,"206,606 plays","1,126"
Hawys.,Anh có bàn tay để nắm tất cả nhưng không thế nắm được tay em..,Posted 6 months ago,"232,899 plays","1,316"
Hawys.,𝙪 𝙖𝙧𝙚 𝙖𝙡𝙡 𝙞 𝙩𝙝𝙞𝙣𝙠 𝙖𝙗𝙤𝙪𝙩 𝙖𝙩 𝙣𝙞𝙜𝙝𝙩..,Posted 8 months ago,"3,583 plays",83
Hawys.,lovesick 1402,Posted 8 months ago,"1,502 plays",17
Hawys.,Anh chỉ muốn anh gần em hơn..,Posted 9 months ago,"31,155 plays",369
Hawys.,"có công mài sắt, có ngày iu em",Posted 11 months ago,"2,844 plays",70
Hawys.,vì con tim chưa bao giờ nghe theo lí trí..,Posted 1 year ago,"16,368 plays",188
Hawys.,Bozitt - Những gì anh nói (Lofi ver by Hawys),Posted 1 year ago,"424,011 plays","2,502"
Hawys.,L.Y.2,Posted 1 year ago,"2,515 plays",46
Hawys.,Xe Đạp - Charles Huynh Cover (Lo-fi ver by Hawys),Posted 1 year ago,"14,686 plays",170
Hawys.,need u,Posted 1 year ago,"18,283 plays",254
Hawys.,hawys - sunrise,Posted 1 year ago,"5,407 plays",100
Hawys.,p l a y  d a t e (Lofi edit),Posted 1 year ago,"13,687 plays",212
Hawys.,JUSTATEE x TIÊN TIÊN - CẦN GÌ HƠN (HAWYS X NGHIANGUYEN. REMIX),Posted 1 year ago,"6,405 plays",103
Hawys.,PHÁO X WACK - HAI PHÚT HƠN (HAWYS REMIX),Posted 1 year ago,"10,345 plays",140
Hawys.,Vẫn là QuaBanh nhưng..,Posted 1 year ago,"11,336 plays",122
Hawys.,Anh cho em mùa xuân (Lo-fi ver by Hawys),Posted 1 year ago,"82,584 plays","1,256"
Hawys.,𝘔𝘦𝘮𝘰𝘳𝘪𝘦𝘴.. (Free Lo-Fi Type Beat),Posted 1 year ago,"14,075 plays",183
Hawys.,đã lỡ iu em nhìu (hawys retro rimex),Posted 1 year ago,"11,646 plays",173
Hawys.,Thắc Mắc (Lo-fi ver by Hawys) - Có lẽ em đã khóc rất nhiều..,Posted 2 years ago,"1,265,479 plays",13.7K
Hawys.,Ｒｅａｌ ｆｒｉｅｎｄｓ(lofi ver by hawys),Posted 2 years ago,"28,121 plays",428
Hawys.,HOAPROX ft XESI - NOI EM MUON TOI (HAWYS REMIX),Posted 2 years ago,"6,861 plays",87
Hawys.,HAWYS - SEE THE LIGHT (FREE DOWNLOAD!),Posted 2 years ago,"4,129 plays",65
Hawys.,Việt - Hơn Cả Mây Trời (lofi ver by hawys),Posted 2 years ago,"4,967,447 plays",38.2K
Hawys.,Thịnh Suy - Một đêm say (lo-fi ver by hawys),Posted 2 years ago,"183,486 plays","1,664"
Hawys.,𝙚𝙢 𝙣𝙝𝙪 𝙗𝙤𝙣𝙜 𝙝𝙤𝙖,Posted 2 years ago,"267,971 plays","2,603"
Hawys.,Maroon5 - Girls Like You (Hawys Remix),Posted 3 years ago,"5,811 plays",84
Orion Bui,Muzikdapdich,Posted 2 months ago,298 plays,4
Orion Bui,Spring Bring You Back From Memories Teaser,Posted 4 months ago,105 plays,2
Orion Bui,Cloud Number 2 (3 year ago),Posted 10 months ago,84 plays,1
Orion Bui,Chờ Lời Anh Nói - IVY Ft Crou Produce By OrionB Final,Posted 1 year ago,"1,413,537 plays",12.7K
Orion Bui,Tuyet Hong Lau,Posted 1 year ago,157 plays,2
Orion Bui,Sunday T ft Orion,Posted 2 years ago,531 plays,9
Orion Bui,Crash of collab - Sau Tat Ca,Posted 4 years ago,185 plays,4
Orion Bui,Boobawbruh,Posted 4 years ago,129 plays,2
Orion Bui,My Bluestone,Posted 4 years ago,"1,323 plays",8
Orion Bui,Goodnight Remixx OrionB happy ver,Posted 4 years ago,192 plays,6
Orion Bui,Sounds from Thứ Tư evening,Posted 5 years ago,116 plays,5
Orion Bui,Cat Song,Posted 5 years ago,100 plays,4
Orion Bui,Trống Vắng,Posted 5 years ago,134 plays,2
Orion Bui,Latch OB ver,Posted 5 years ago,127 plays,4
Orion Bui,Pikiachu,Posted 6 years ago,127 plays,4
Orion Bui,Think Touliver - (Orion Ver),Posted 6 years ago,206 plays,7
Orion Bui,Empty Universe,Posted 6 years ago,297 plays,6
Orion Bui,Peace Of Mind,Posted 6 years ago,193 plays,5
Orion Bui,Bubble Cloud,Posted 6 years ago,111 plays,4
Orion Bui,My Everything TIEN TIEN Dubstep  2,Posted 6 years ago,199 plays,3
Orion Bui,Nice Clound,Posted 6 years ago,140 plays,4
Orion Bui,For Yew,Posted 6 years ago,274 plays,8
Orion Bui,Mưa đông,Posted 6 years ago,150 plays,3
Orion Bui,Chưa đặt tên !!!,Posted 6 years ago,248 plays,4
Orion Bui,Nothin On Me[1],Posted 6 years ago,188 plays,4
Orion Bui,Bad Apple,Posted 6 years ago,213 plays,2
Orion Bui,Cánh Đồng Diều,Posted 6 years ago,532 plays,13
Orion Bui,Danh Tien Em Orion Ver[1],Posted 7 years ago,237 plays,4
Orion Bui,The motions,Posted 7 years ago,421 plays,9
Orion Bui,River crazy in me :))),Posted 7 years ago,214 plays,8
Orion Bui,Turned off the TV,Posted 7 years ago,232 plays,5
Orion Bui,Scary monster and nice spirit at Piano Room,Posted 7 years ago,901 plays,5
Orion Bui,Fight For Life,Posted 7 years ago,177 plays,7
Orion Bui,"Circle 3,14",Posted 7 years ago,583 plays,11
Orion Bui,Come Back To Me,Posted 7 years ago,467 plays,14
Orion Bui,Blue Angel[1],Posted 7 years ago,194 plays,7
Orion Bui,OB 3.4,Posted 7 years ago,249 plays,8
Orion Bui,Sing Like Me,Posted 7 years ago,681 plays,7
Orion Bui,Illution Mark 1,Posted 7 years ago,149 plays,5
Orion Bui,Flow Of Pi,Posted 7 years ago,167 plays,7
Orion Bui,Maricle,Posted 7 years ago,280 plays,5
Orion Bui,Walk In Dream 2,Posted 7 years ago,203 plays,5
Orion Bui,Cartoon Say Hi,Posted 8 years ago,383 plays,11
Orion Bui,This Christmas (Academy class ),Posted 8 years ago,394 plays,8
Orion Bui,Hear your heart beat,Posted 8 years ago,587 plays,9
Orion Bui,X-Mas Is You,Posted 8 years ago,996 plays,15
Orion Bui,AuTumn,Posted 9 years ago,475 plays,9
Trí Beat,Cưới Thôi - Masew x Masiu x B Ray x TAP - Tik Tok,Posted 1 month ago,"325,504 plays","4,444"
Trí Beat,Người Em Cố Đô Remix - Cukak Remix - Rum ft Đaa - Tik Tok - Deep House,Posted 4 months ago,"344,344 plays","4,660"
Trí Beat,Muộn Rồi Mà Sao Còn Remix - Trí Beat Remix - Sơn Tùng M-TP - Deep House Chill Ke Tik Tok,Posted 6 months ago,"25,526 plays",275
Trí Beat,Muộn Rồi Mà Sao Còn - Sơn Tùng M-TP - Bản Full Audio Giật Mình Lần 1,Posted 6 months ago,"39,702 plays",151
Trí Beat,Bên Anh Đêm Nay Remix - DJ Hạnh Ketamin - Tik Tok - Vinahouse Hay Nhất,Posted 7 months ago,"5,412 plays",49
Trí Beat,Phải Chăng Em Đã Yêu Remix - Phong Max Remix - Juky San ft RedT - Deep House - Tik Tok,Posted 7 months ago,"17,646 plays",118
Trí Beat,DJ Waka Waka Remix Full Bass Indo Tik Tok,Posted 10 months ago,"4,732 plays",59
Trí Beat,Vầng Trăng Khóc Remix - Dj Long Nhật - Tik Tok - Vinahouse,Posted 11 months ago,"48,460 plays",493
Trí Beat,Bản Tình Ca Ngọt Ngào Nhất Remix - ProgHouse Remix - Tik Tok,Posted 11 months ago,"2,164 plays",30
Trí Beat,Chuyện Rằng - Thịnh Suy - CUKAK Remix - Tik Tok - Deep House,Posted 11 months ago,"8,672 plays",118
Trí Beat,Legend Boy - How cute!  feat. SK MTXF x ไกด์ ฟิสิกส์ - Lofi Chill Tik Tok,Posted 11 months ago,"1,570 plays",26
Trí Beat,Comethru Remix - Thành Drake Remix - Jeremy Zucker  - Deep House - Tik Tok,Posted 11 months ago,"12,803 plays",128
Trí Beat,Dancing With Your Ghost 2020 - ARS Remix - Tik Tok,Posted 11 months ago,"121,127 plays","1,460"
DARLING,Nằm Ngủ Em Ru - Bích Phương ( DARLING REMIX ) TIKTOK,Posted 2 days ago,359 plays,12
DARLING,Ái Nộ - Masew x Khoi Vu( Vinniedepooh ft Darling remix ) Hot TikTok,Posted 27 days ago,"543,049 plays","6,462"
DARLING,Chờ Lời Anh Nói – Ivy Ft Crou ( Lofi Ver By DARLING ),Posted 1 month ago,"7,143 plays",96
DARLING,Mùi Hương Em Nồng Say - Văn Mai Hương ( DARLING REMIX ) / TikTok,Posted 1 month ago,"114,525 plays","1,207"
DARLING,Cưới Thôi - Masew x Masiu x B Ray x TAP,Posted 1 month ago,"56,469 plays",446
DARLING,YÊU LÀ CƯỚI - PHÁT HỒ X2X ( LOFI VER BY DARLING ),Posted 1 month ago,"203,937 plays","2,176"
DARLING,Dịu Dàng Em Đến - ERIK x DARLING( Lofi Version ),Posted 2 months ago,"150,340 plays","1,828"
DARLING,DẠ VŨ ( LOFI VER BY DARLING ) - TĂNG DUY TÂN (BAE),Posted 2 months ago,"94,529 plays",680
DARLING,3107-3 (Lofi x Chill ke) / W/n x Dương x Nâu x Titie ( DARLING REMIX ),Posted 3 months ago,"197,620 plays",420
DARLING,THỨC GIẤC - DaLAB ( DARLING REMIX ) /TIKTOK,Posted 3 months ago,"282,706 plays","1,300"
DARLING,ĐẮM - XESI x RICKY STAR ( DARLING REMIX ),Posted 3 months ago,"30,932 plays",273
DARLING,LẦN HẸN HÒ ĐẦU TIÊN - HUYỀN TÂM MÔN (DARLING REMIX),Posted 4 months ago,"22,000 plays",227
fishy,fishy ft Trí Dũng - Forget me now,Posted 6 months ago,"1,468,803 plays",16.8K
fishy,fishy ft Trí Dũng - 5-minute date,Posted 10 months ago,"107,375 plays","1,398"
fishy,fishy ft Trí Dũng - After love,Posted 11 months ago,"82,086 plays","1,133"
fishy,fishy ft Trí Dũng - White rain(intro),Posted 11 months ago,"25,815 plays",270
fishy,fishy - The clouds,Posted 1 year ago,"64,464 plays",758
fishy,fishy - My mona lisa,Posted 1 year ago,"129,187 plays","1,412"
Anh Minh,Làm người luôn yêu em - Sơn Tùng MTP __ COVER  by  REGINA,Posted 19 days ago,260 plays,6
Anh Minh,Đạt G - Ngọc Ngà (Lyric Video),Posted 1 month ago,"13,492 plays",81
Anh Minh,Du mai co bao giong ngap troi,Posted 6 months ago,"616,158 plays","2,660"
Anh Minh,em di xa anh qua slowed,Posted 7 months ago,"2,289 plays",34
Anh Minh,Muốn Nói Với Em slowed,Posted 7 months ago,"16,781 plays",224
Anh Minh,- nếu một ngày không xa  Giang ft QNT  Lofi Remix by DXPHONG,Posted 7 months ago,"3,032 plays",43
Anh Minh,tại sao em buồn hãy nói đi người ơi lofi ver by Roll PL  Sóc Nâu  Dưa Hấu  Quyên,Posted 7 months ago,"54,187 plays",288
Anh Minh,xin s l o w e d đạt g b ray masew,Posted 7 months ago,"4,705 plays",27
Anh Minh,tinh minh phai phoi,Posted 8 months ago,"1,123 plays",12
Anh Minh,sao em khong bat may,Posted 8 months ago,"14,806 plays",103
Anh Minh,Sinh Ra Đã Là Thứ Đối Lập Nhau Freak D Lofi Ver  Emcee L Da LAB ft Badbie,Posted 9 months ago,"7,307,078 plays",57.4K
Anh Minh,- Bỏ Lỡ Nhau Rồi Lofi Ver  Hải Nam x Freak D,Posted 9 months ago,"103,614 plays",903
Anh Minh,- Em Giờ Đã Yêu Ai Chưa Giờ Tiếc Nuối Để Làm Gì Khi Lệ Hoen Đôi Mi  DUG Enderlazer lofi mix.mp3,Posted 9 months ago,"11,943 plays",99
Anh Minh,Bình yên là ở nơi đâu( Buồn không em- đạtG),Posted 11 months ago,"2,166 plays",22
Anh Minh,Từ Em Mà Ra (Whisky x Freak D Lofi Ver.) | Lil Z Poet ft Đức Anh.mp3,Posted 1 year ago,"1,516,625 plays",12K
Anh Minh,Bánh Mì Không (Lofi Chill Version) - ĐạtG x DuUyên | Pii Mix,Posted 1 year ago,"7,358 plays",71
Anh Minh,KHÓ VẼ NỤ CƯỜI - ĐạtG x DuUyên ( Skow Remix ) Nhớ Đeo Tai Nghe,Posted 1 year ago,"1,098 plays",23
Anh Minh,VÔ DUYÊN - SUZIE X DR.A ( DAXL REMIX ) Nhớ Đeo Tai Nghe,Posted 1 year ago,536 plays,9
Anh Minh,BUỒN THÌ CỨ KHÓC ĐI - Lynk Lee ( Minh Tường Remix ),Posted 1 year ago,435 plays,8
Anh Minh,BUỒN QUÁ ĐI À - YUN x T-FLOW ( OFFICIAL VIDEO LYRICS ),Posted 1 year ago,279 plays,8
Anh Minh,Thanh Bình - Mãi Mãi Không Phải Anh (Lofi Ver by Dthun).mp3,Posted 1 year ago,"3,284,749 plays",18.3K
Anh Minh,Buồn Làm Chi Em Ơi (Lofi Ver.) - Hoài Lâm x Freak D,Posted 1 year ago,"30,177 plays",212
Anh Minh,Chàng Trai Thất Tình Đat G lofi,Posted 1 year ago,737 plays,14
DeeYouSee,Midnight Harmony,Posted 12 days ago,206 plays,2
DeeYouSee,All I Need,Posted 12 days ago,27 plays,1
DeeYouSee,Together,Posted 12 days ago,13 plays,1
DeeYouSee,Crowded City,Posted 12 days ago,10 plays,1
DeeYouSee,Memories,Posted 12 days ago,70 plays,1
DeeYouSee,Someone You Loved (Lofi Ver.) [feat. Shalom Margaret],Posted 15 days ago,204 plays,6
DeeYouSee,Stay (Lofi Ver.) - Alphasvara X DeeYouSee,Posted 16 days ago,233 plays,18
